# id	name	description	rgb
22193	Andreas' Royal Guards		A9E89C
22194	Penance Guard		A9E89C
22195	Ritual Sacrifice		A9E89C
22196	Velociraptor		A9E89C
22197	Velociraptor		A9E89C
22198	Velociraptor		A9E89C
22199	Pterosaur		A9E89C
22200	Ornithomimus		A9E89C
22201	Ornithomimus		A9E89C
22202	Ornithomimus		A9E89C
22203	Deinonychus		A9E89C
22204	Deinonychus		A9E89C
22205	Deinonychus		A9E89C
22208	Pachycephalosaurus		A9E89C
22209	Pachycephalosaurus		A9E89C
22210	Pachycephalosaurus		A9E89C
22211	Wild Strider		A9E89C
22212	Wild Strider		A9E89C
22213	Wild Strider		A9E89C
22214	Elroki		A9E89C
22215	Tyrannosaurus		A9E89C
22216	Tyrannosaurus		A9E89C
22217	Tyrannosaurus		A9E89C
22218	Velociraptor		A9E89C
22219	Ornithomimus		A9E89C
22220	Deinonychus		A9E89C
22221	Pachycephalosaurus		A9E89C
22222	Wild Strider		A9E89C
22223	Velociraptor		A9E89C
22224	Ornithomimus		A9E89C
22225	Deinonychus		A9E89C
22226	Pachycephalosaurus		A9E89C
22227	Wild Strider		A9E89C
22228	Grey Elpy		A9E89C
22229	Young Grey Keltir		A9E89C
22230	Grey Keltir		A9E89C
22231	Dominant Grey Keltir		A9E89C
22232	Black Wolf		A9E89C
22233	Dominant Black Wolf		A9E89C
22234	Green Goblin		A9E89C
22235	Mountain Werewolf		A9E89C
22236	Muertos Archer		A9E89C
22237	Mountain Fungus		A9E89C
22238	Mountain Werewolf Chief		A9E89C
22239	Muertos Guard		A9E89C
22240	Muertos Scout		A9E89C
22241	Colossus		A9E89C
22242	Muertos Warrior		A9E89C
22243	Muertos Captain		A9E89C
22244	Crimson Spider		A9E89C
22245	Muertos Lieutenant		A9E89C
22246	Muertos Commander		A9E89C
22247	Grotto Golem		A9E89C
22248	Shady Muertos		A9E89C
22249	Shady Muertos Guard		A9E89C
22250	Grotto Leopard		A9E89C
22251	Shady Muertos Captain		A9E89C
22252	Grotto Grizzly		A9E89C
22253	Shady Muertos Warrior		A9E89C
22254	Shady Muertos Archer		A9E89C
22255	Shady Muertos Commander		A9E89C
22256	Shady Muertos Wizard		A9E89C
22257	Island Guardian		A9E89C
22258	White Sand Mirage		A9E89C
22259	Muddy Coral		A9E89C
22260	Kleopora		A9E89C
22261	Seychelles		A9E89C
22262	Naiad		A9E89C
22263	Sonneratia		A9E89C
22264	Castalia		A9E89C
22265	Chrysocolla		A9E89C
22266	Pythia		A9E89C
22267	Dark Water Dragon		A9E89C
22268	Shade		A9E89C
22269	Shade		A9E89C
22270	Water Dragon Detractor		A9E89C
22271	Water Dragon Detractor		A9E89C
22272	Beleth's Minion		A9E89C
22273	Beleth's Minion		A9E89C
22274	Beleth's Minion		A9E89C
22275	Gatekeeper Lohan		A9E89C
22276	Gatekeeper of the Square		A9E89C
22277	Gatekeeper Provo		A9E89C
22278	Gatekeeper of Fire		A9E89C
22279	Chromatic Detainee		A9E89C
22280	Rodo Knight		A9E89C
22281	Plaza Caiman		A9E89C
22282	Chromatic Detainee		A9E89C
22283	Emerald Alligar		A9E89C
22284	Chromatic Detainee		A9E89C
22285	Chromatic Detainee		A9E89C
22286	Plaza Gaviel		A9E89C
22287	Crystalline Unicorn		A9E89C
22288	Emerald Boar		A9E89C
22289	Plaza Helm		A9E89C
22290	Terod's Minion		A9E89C
22291	Weylin's Minion		A9E89C
22292	Tourmaline		A9E89C
22293	Spinel		A9E89C
22294	Fire Opal		A9E89C
22295	Reef Golem		A9E89C
22296	Reef Golem		A9E89C
22297	Reef Golem		A9E89C
22298	Weylin		A9E89C
22299	Dolph		A9E89C
22300	Dolph's Minion		A9E89C
22301	Terod		A9E89C
22302	Darnel's Guardian		A9E89C
22303	Guardian of the Square		A9E89C
22304	Guardian of the Emerald		A9E89C
22305	Kechi's Captain		A9E89C
22306	Kechi's Captain		A9E89C
22307	Kechi's Captain		A9E89C
22308	Kechi's Guard		A9E89C
22309	Kechi's Guard		A9E89C
22310	Kechi's Guard		A9E89C
22311	Parme's Guardian		A9E89C
22312	Fafurion's Henchman		A9E89C
22313	Garden Stakato		A9E89C
22314	Garden Poison Moth		A9E89C
22315	"Garden Guard "		A9E89C
22316	Garden Guardian Tree		A9E89C
22317	Garden Castalia		A9E89C
22318	Hall Guard		A9E89C
22319	Hall Guard		A9E89C
22320	Junior Watchman		A9E89C
22321	Junior Summoner		A9E89C
22322	Subjugated Native		A9E89C
22323	Charmed Native		A9E89C
22324	Blind Huntsman		A9E89C
22325	Blind Watchman		A9E89C
22326	Hellinark	Naia's Guardian	A9E89C
22327	Arcane Scout		A9E89C
22328	Arcane Guardian		A9E89C
22329	Arcane Watchman		A9E89C
22330	Remnant Wraith		A9E89C
22331	Remnant Diabolist		A9E89C
22332	Remnant Diviner		A9E89C
22333	Derek	First Generation Seer	A9E89C
22334	Sand Scorpion		A9E89C
22335	Desert Scorpion		A9E89C
22336	Sand Devil		A9E89C
22337	Desiccator		A9E89C
22338	Desert Rose	Sand Worm	A9E89C
22339	Wandering Caravan		A9E89C
22340	Sandstorm		A9E89C
22341	Keltas		A9E89C
22342	Darion's Enforcer		A9E89C
22343	Darion's Executioner		A9E89C
22344	Quarry Supervisor		A9E89C
22345	Quarry Bowman		A9E89C
22346	Quarry Foreman		A9E89C
22347	Quarry Patrolman		A9E89C
22348	Laboratory Guard		A9E89C
22349	Chimera of Earth		A9E89C
22350	Chimera of Darkness		A9E89C
22351	Chimera of Wind		A9E89C
22352	Chimera of Fire		A9E89C
22353	Celtus	Chimera	A9E89C
22354	Outpost Captain		A9E89C
22355	Enceinte Defender		A9E89C
22356	Enceinte Defender		A9E89C
22357	Enceinte Defender		A9E89C
22358	Enceinte Defender		A9E89C
22359	Town Guard		A9E89C
22360	Town Patrolman		A9E89C
22361	Steel Citadel Keymaster		A9E89C
22362	Guzen		A9E89C
22363	Body Destroyer		A9E89C
22364	Soul Dominator		A9E89C
22365	Labyrinth Watchman		A9E89C
22366	Labyrinth Watchman		A9E89C
22367	Labyrinth Mystic		A9E89C
22368	Labyrinth Captain		A9E89C
22369	Labyrinth Seer		A9E89C
22370	Passageway Captain		A9E89C
22371	Passageway Guards		A9E89C
22372	Passageway Mystic		A9E89C
22373	Cosmic Scout		A9E89C
22374	Cosmic Watcher		A9E89C
22375	Cosmic Priest		A9E89C
22376	Cosmic Lord		A9E89C
22377	Master Zelos		A9E89C
22378	Master's Minion		A9E89C
22379	Master's Minion		A9E89C
22380	Master Festina		A9E89C
22381	Master's Guard		A9E89C
22382	Master's Guard		A9E89C
22383	Tully's Toy		A9E89C
22384	Mystic's Toy		A9E89C
22385	Tully's Golem Guard		A9E89C
22386	Foundry Mystic		A9E89C
22387	Foundry Mystic		A9E89C
22388	Foundry Spirit Guard		A9E89C
22389	Foundry Spirit Guard		A9E89C
22390	Foundry Foreman		A9E89C
22391	Foundry Assistant Overseer		A9E89C
22392	Failed Experimental Timetwister Golem		A9E89C
22393	Beleth's Follower		A9E89C
22394	Beleth's Devotee		A9E89C
22395	Beleth's Projection		A9E89C
22396	Foundry Laborer		A9E89C
22397	"Foundry Foreman  "		A9E89C
22398	Lesser Evil		A9E89C
22399	Greater Evil		A9E89C
22400	Parme's Healer		A9E89C
22401	Parme's Healer		A9E89C
22402	Shadow Column		A9E89C
22403	"Foundry Foreman  "		A9E89C
22404	Arcane Captain		A9E89C
22405	Darion's Faithful Servant		A9E89C
22406	Darion's Faithful Servant		A9E89C
22407	Darion's Faithful Servant		A9E89C
22408	Darion's Faithful Servant		A9E89C
22409	Darion's Faithful Servant		A9E89C
22410	Darion's Faithful Servant		A9E89C
22411	Beleth's Retainer		A9E89C
22412	Beleth's Fighter		A9E89C
22413	Beleth's Low Servant		A9E89C
22414	Beleth's Follower		A9E89C
22415	Beleth's Devotee		A9E89C
22416	Kechi's Captain		A9E89C
22417	Kechi's Guard		A9E89C
22418	Burning Iris		A9E89C
22419	Flame Iris		A9E89C
22420	Brimstone Iris		A9E89C
22421	Hellbound Native		A9E89C
22422	Failan's Guard		A9E89C
22423	Original Sin Warden		A9E89C
22424	Slave of Greed		A9E89C
22425	Slave of Lust		A9E89C
22426	Slave of Wrath		A9E89C
22427	Slave of Sloth		A9E89C
22428	Slave of Envy		A9E89C
22429	Slave of Pride		A9E89C
22430	Slave of Gluttony		A9E89C
22431	Original Sin Warden		A9E89C
22432	Slave of Greed		A9E89C
22433	Slave of Lust		A9E89C
22434	Slave of Wrath		A9E89C
22435	Slave of Sloth		A9E89C
22436	Slave of Envy		A9E89C
22437	Slave of Pride		A9E89C
22438	Slave of Gluttony		A9E89C
22439	Beleth's Assassin		A9E89C
22440	Beleth's Assassin		A9E89C
22441	Beleth's Minion		A9E89C
22442	Beleth's Minion		A9E89C
22443	Kertang's Messenger		A9E89C
22444	Kertang's Messenger		A9E89C
22445	Kertang's Messenger		A9E89C
22446	Kertang's Messenger		A9E89C
22447	Kertang's Messenger		A9E89C
22448	Leodas	Resistance Commander	A9E89C
22449	Amaskari	Torture Expert	A9E89C
22450	Tortured Native		A9E89C
22451	Native Elite Soldier		A9E89C
25001	Greyclaw Kutus	Raid Boss	FE8B3F
25002	Guard of Kutus	Raid Fighter	FE8B3F
25003	Pawn of Kutus	Raid Fighter	FE8B3F
25004	Turek Mercenary Captain	Raid Boss	FE8B3F
25005	Turek Mercenary Archer	Raid Fighter	FE8B3F
25006	Turek Mercenary Warrior	Raid Fighter	FE8B3F
25007	Retreat Spider Cletu	Raid Boss	FE8B3F
25008	Cletu's Retainer	Raid Fighter	FE8B3F
25009	Cletu's Pawn	Raid Fighter	FE8B3F
25010	Furious Thieles	Raid Boss	FE8B3F
25011	Guard of Thieles	Raid Fighter	FE8B3F
25012	Follower of Thieles	Raid Fighter	FE8B3F
25013	Ghost of Peasant Leader	Raid Boss	FE8B3F
25014	Ghost of Peasant	Raid Fighter	FE8B3F
25015	Ghost of Peasant	Raid Fighter	FE8B3F
25016	The 3rd Underwater Guardian	Raid Boss	FE8B3F
25017	Escort of the 3rd Guardian	Raid Fighter	FE8B3F
25018	Support of the 3rd Guardian	Raid Fighter	FE8B3F
25019	Pan Dryad	Raid Boss	FE8B3F
25020	Breka Warlock Pastu	Raid Boss	FE8B3F
25021	Pastu's Silhouette	Raid Fighter	FE8B3F
25022	Pastu's Shadow	Raid Fighter	FE8B3F
25023	Stakato Queen Zyrnna	Raid Boss	FE8B3F
25024	Jeruna's Guard Captain	Raid Fighter	FE8B3F
25025	Jeruna's Guard	Raid Fighter	FE8B3F
25026	Katu Van Leader Atui	Raid Boss	FE8B3F
25027	Katu Van Marksman	Raid Fighter	FE8B3F
25028	Katu Van Raider	Raid Fighter	FE8B3F
25029	Atraiban	Raid Boss	FE8B3F
25030	Atraiban's Top Disciple	Raid Fighter	FE8B3F
25031	Atraiban's Disciple	Raid Fighter	FE8B3F
25032	Eva's Guardian Millenu	Raid Boss	FE8B3F
25033	Millenu Guard Shaman	Raid Fighter	FE8B3F
25034	Mellenu Guard Warrior	Raid Fighter	FE8B3F
25035	Shilen's Messenger Cabrio	Raid Boss	FE8B3F
25036	Cabrio Captor	Raid Fighter	FE8B3F
25037	Cabrio Blader	Raid Fighter	FE8B3F
25038	Tirak	Raid Boss	FE8B3F
25039	Tirak's Guard	Raid Fighter	FE8B3F
25040	Tirak's Knight	Raid Fighter	FE8B3F
25041	Remmel	Raid Boss	FE8B3F
25042	Remmel's Archer	Raid Fighter	FE8B3F
25043	Remmel's Guard	Raid Fighter	FE8B3F
25044	Barion	Raid Boss	FE8B3F
25045	Dark Mage's of Barion	Raid Fighter	FE8B3F
25046	Barion's Grunt	Raid Fighter	FE8B3F
25047	Karte	Raid Boss	FE8B3F
25048	Karte's Chief Knight	Raid Fighter	FE8B3F
25049	Karte's Royal Guard	Raid Fighter	FE8B3F
25050	Verfa	Raid Boss	FE8B3F
25051	Rahha	Raid Boss	FE8B3F
25052	Priestess of Rahha	Raid Fighter	FE8B3F
25053	Fanatics of Rahha	Raid Fighter	FE8B3F
25054	Kernon	Raid Boss	FE8B3F
25055	Taliadon	Raid Fighter	FE8B3F
25056	Vemsk	Raid Fighter	FE8B3F
25057	Biconne of Blue Sky	Raid Boss	FE8B3F
25058	Biconne's Shooter	Raid Fighter	FE8B3F
25059	Biconne's Warrior	Raid Fighter	FE8B3F
25060	Unrequited Kael	Raid Boss	FE8B3F
25061	Kael's Bead	Raid Fighter	FE8B3F
25062	Kael's Escort	Raid Fighter	FE8B3F
25063	Chertuba of Great Soul	Raid Boss	FE8B3F
25064	Wizard of Storm Teruk	Raid Boss	FE8B3F
25065	Teruk's Escort	Raid Fighter	FE8B3F
25066	Teruk's Knight	Raid Fighter	FE8B3F
25067	Captain of Red Flag Shaka	Raid Boss	FE8B3F
25068	Shaka's Shooter	Raid Fighter	FE8B3F
25069	Shaka's Follower	Raid Fighter	FE8B3F
25070	Enchanted Forest Watcher Ruell	Raid Boss	FE8B3F
25071	Ruell's Wind	Raid Fighter	FE8B3F
25072	Ruell's Unicorn	Raid Fighter	FE8B3F
25073	Bloody Priest Rudelto	Raid Boss	FE8B3F
25074	Rudelto's Banshee	Raid Fighter	FE8B3F
25075	Rudelto's Dre Vanul	Raid Fighter	FE8B3F
25076	Princess Molrang	Raid Boss	FE8B3F
25077	Captain Dogun	Raid Fighter	FE8B3F
25078	Princess' Guard	Raid Fighter	FE8B3F
25079	Cat's Eye Bandit	Raid Boss	FE8B3F
25080	Mercenary	Raid Fighter	FE8B3F
25081	Cat's Eye Bandit	Raid Fighter	FE8B3F
25082	Leader of Cat Gang	Raid Boss	FE8B3F
25083	Cat Gang	Raid Fighter	FE8B3F
25084	Cat Gang	Raid Fighter	FE8B3F
25085	Timak Orc Chief Ranger	Raid Boss	FE8B3F
25086	Timak Orc Ranger	Raid Fighter	FE8B3F
25087	Timak Orc Ranger	Raid Fighter	FE8B3F
25088	Crazy Mechanic Golem	Raid Boss	FE8B3F
25089	Soulless Wild Boar	Raid Boss	FE8B3F
25090	Soulless Wolf	Raid Fighter	FE8B3F
25091	Soulless Bear	Raid Fighter	FE8B3F
25092	Korim	Raid Boss	FE8B3F
25093	Korim Chief Guard Kaywon	Raid Fighter	FE8B3F
25094	Korim Guards	Raid Fighter	FE8B3F
25095	Elf Renoa	Raid Boss	FE8B3F
25096	Renoa's Elpy	Raid Fighter	FE8B3F
25097	Renoa's Hog	Raid Fighter	FE8B3F
25098	Sejarr's Servitor	Raid Boss	FE8B3F
25099	Rotten Tree Repiro	Raid Boss	FE8B3F
25100	Spirit of Sea of Spores	Raid Fighter	FE8B3F
25101	Fighter of Sea of Spores	Raid Fighter	FE8B3F
25102	Shacram	Raid Boss	FE8B3F
25103	Sorcerer Isirr	Raid Boss	FE8B3F
25104	Isirr's Guard	Raid Fighter	FE8B3F
25105	Isirr's Guards	Raid Fighter	FE8B3F
25106	Ghost of the Well Lidia	Raid Boss	FE8B3F
25107	Lidia's Archer	Raid Fighter	FE8B3F
25108	Lidia's Fighter	Raid Fighter	FE8B3F
25109	Antharas Priest Cloe	Raid Boss	FE8B3F
25110	Cloe's Servitor	Raid Fighter	FE8B3F
25111	Cloe's Servitor	Raid Fighter	FE8B3F
25112	"Agent of Beres, Meana"	Raid Boss	FE8B3F
25113	Meana's Maid	Raid Fighter	FE8B3F
25114	Meana's Guard Doll	Raid Fighter	FE8B3F
25115	Icarus Sample 1	Raid Boss	FE8B3F
25116	Icarus Sample 2	Raid Fighter	FE8B3F
25117	Icarus Sample 3	Raid Fighter	FE8B3F
25118	"Guilotine, Warden of the Execution Grounds"	Raid Boss	FE8B3F
25119	Messenger of Fairy Queen Berun	Raid Boss	FE8B3F
25120	Berun's Officer	Raid Fighter	FE8B3F
25121	Berun's Prattler	Raid Fighter	FE8B3F
25122	Refugee Hopeful Leo	Raid Boss	FE8B3F
25123	Leo's Servant	Raid Fighter	FE8B3F
25124	Leo's Steward	Raid Fighter	FE8B3F
25125	Fierce Tiger King Angel	Raid Boss	FE8B3F
25126	Longhorn Golkonda	Raid Boss	FE8B3F
25127	Langk Matriarch Rashkos	Raid Boss	FE8B3F
25128	Vuku Grand Seer Gharmash	Raid Boss	FE8B3F
25129	Vuku Shaman	Raid Fighter	FE8B3F
25130	Gharmash's Pet Trimden	Raid Fighter	FE8B3F
25131	Carnage Lord Gato	Raid Boss	FE8B3F
25132	Gato's Marksman	Raid Fighter	FE8B3F
25133	Gato's Troop Leader	Raid Fighter	FE8B3F
25134	Leto Chief Talkin	Raid Boss	FE8B3F
25135	Talkin's Seer	Raid Fighter	FE8B3F
25136	Talkin's Bodyguard	Raid Fighter	FE8B3F
25137	Beleth's Seer Sephia	Raid Boss	FE8B3F
25138	Soul Drinker	Raid Fighter	FE8B3F
25139	Sephia's Salve	Raid Fighter	FE8B3F
25140	Hekaton Prime	Raid Boss	FE8B3F
25141	Hekaton Cottus	Raid Fighter	FE8B3F
25142	Hekaton Chires	Raid Fighter	FE8B3F
25143	Fire of Wrath Shuriel	Raid Boss	FE8B3F
25144	Shuriel's Oracle	Raid Fighter	FE8B3F
25145	Shuriel's Paladin	Raid Fighter	FE8B3F
25146	Serpent Demon Bifrons	Raid Boss	FE8B3F
25147	Assassin of Bifrons	Raid Fighter	FE8B3F
25148	Butcher of Bifrons	Raid Fighter	FE8B3F
25149	Zombie Lord Crowl	Raid Boss	FE8B3F
25150	Evil Spirit Archer	Raid Fighter	FE8B3F
25151	Evil Spirit Warrior	Raid Fighter	FE8B3F
25152	Flame Lord Shadar	Raid Boss	FE8B3F
25153	Claws of Shadar	Raid Fighter	FE8B3F
25154	Whip of Shadar	Raid Fighter	FE8B3F
25155	Shaman King Selu	Raid Boss	FE8B3F
25156	Fanatic Shaman	Raid Fighter	FE8B3F
25157	Fanatic Soldier	Raid Fighter	FE8B3F
25158	King Tarlk	Raid Boss	FE8B3F
25159	Paniel the Unicorn	Raid Boss	FE8B3F
25160	Rapini the Unicorn	Raid Fighter	FE8B3F
25161	Ririf the Unicorn	Raid Fighter	FE8B3F
25162	Giant Marpanak	Raid Boss	FE8B3F
25163	Roaring Skylancer	Raid Boss	FE8B3F
25166	Ikuntai	Raid Boss	FE8B3F
25167	Ikuntai's Servitor	Raid Fighter	FE8B3F
25168	Pawn of Ikuntai	Raid Fighter	FE8B3F
25169	Ragraman	Raid Boss	FE8B3F
25170	Lizardmen Leader Hellion	Raid Boss	FE8B3F
25171	Hellion's Archers	Raid Fighter	FE8B3F
25172	Hellion's Guards	Raid Fighter	FE8B3F
25173	Tiger King Karuta	Raid Boss	FE8B3F
25174	Karuta's Follower	Raid Fighter	FE8B3F
25175	Karuta's Inferiors	Raid Fighter	FE8B3F
25176	Black Lily	Raid Boss	FE8B3F
25177	Guardian Knight of Black Lily	Raid Fighter	FE8B3F
25178	Servitor of Black Lily	Raid Fighter	FE8B3F
25179	Guardian of the Statue of Giant Karum	Raid Boss	FE8B3F
25180	Karum's Guard	Raid Fighter	FE8B3F
25181	Karum's Warrior	Raid Fighter	FE8B3F
25182	Demon Kurikups	Raid Boss	FE8B3F
25183	Kurikups' Wife	Raid Fighter	FE8B3F
25184	Devil Blader of Chaos	Raid Fighter	FE8B3F
25185	Tasaba Patriarch Hellena	Raid Boss	FE8B3F
25186	Hellena's Marksman	Raid Fighter	FE8B3F
25187	Helena's Soldier	Raid Fighter	FE8B3F
25188	Apepi	Raid Boss	FE8B3F
25189	Cronos's Servitor Mumu	Raid Boss	FE8B3F
25190	Mumu's Wizard	Raid Fighter	FE8B3F
25191	Mumu's Warrior	Raid Fighter	FE8B3F
25192	Earth Protector Panathen	Raid Boss	FE8B3F
25193	Panathen's Knight	Raid Fighter	FE8B3F
25194	Panathen's Protectors	Raid Fighter	FE8B3F
25198	Fafurion's Herald Lokness	Raid Boss	FE8B3F
25199	Water Dragon Seer Sheshark	Raid Boss	FE8B3F
25200	Family of Sheshark	Raid Fighter	FE8B3F
25201	Guard of Sheshark	Raid Fighter	FE8B3F
25202	Krokian Padisha Sobekk	Raid Boss	FE8B3F
25203	Parhit Padisha Sobekk	Raid Fighter	FE8B3F
25204	Krokian Padisha Sobekk	Raid Fighter	FE8B3F
25205	Ocean Flame Ashakiel	Raid Boss	FE8B3F
25206	Ashakiel's Blade	Raid Fighter	FE8B3F
25207	Ashakiel's Rod	Raid Fighter	FE8B3F
25208	Water Couatle Ateka	Raid Boss	FE8B3F
25209	Ateka's Shaman	Raid Fighter	FE8B3F
25210	Ateka's Grunt	Raid Fighter	FE8B3F
25211	Sebek	Raid Boss	FE8B3F
25212	Sebek's Priest	Raid Fighter	FE8B3F
25213	Sebek's Fanatic	Raid Fighter	FE8B3F
25214	Fafurion's Page Sika	Raid Boss	FE8B3F
25215	Sika's Wizard	Raid Fighter	FE8B3F
25216	Sika's Fighter	Raid Fighter	FE8B3F
25217	Cursed Clara	Raid Boss	FE8B3F
25218	Clara's Marksman	Raid Fighter	FE8B3F
25219	Clara's Pawn	Raid Fighter	FE8B3F
25220	Death Lord Hallate	Raid Boss	FE8B3F
25221	Death Mage Krician	Raid Fighter	FE8B3F
25222	Death Fighter Harik	Raid Fighter	FE8B3F
25223	Soul Collector Acheron	Raid Boss	FE8B3F
25224	Soul Slasher	Raid Fighter	FE8B3F
25225	Soul Strainer	Raid Fighter	FE8B3F
25226	Roaring Lord Kastor	Raid Boss	FE8B3F
25227	Kastor's Seer	Raid Fighter	FE8B3F
25228	Kastor's Prefect	Raid Fighter	FE8B3F
25229	Storm Winged Naga	Raid Boss	FE8B3F
25230	Timak Seer Ragoth	Raid Boss	FE8B3F
25231	Ragoth's Guard	Raid Fighter	FE8B3F
25232	Ragoth's Herald	Raid Fighter	FE8B3F
25233	"Spirit of Andras, the Betrayer"	Raid Boss	FE8B3F
25234	Ancient Weird Drake	Raid Boss	FE8B3F
25235	Vanor Chief Kandra	Raid Boss	FE8B3F
25236	Kandra's Healer	Raid Fighter	FE8B3F
25237	Kandra's Guard	Raid Fighter	FE8B3F
25238	Abyss Brukunt	Raid Boss	FE8B3F
25239	Monstrous Beast of Abyss Brukunt	Raid Fighter	FE8B3F
25240	Wild Beast of Abyss Brukunt	Raid Fighter	FE8B3F
25241	Harit Hero Tamash	Raid Boss	FE8B3F
25242	Tamash's Advisor	Raid Fighter	FE8B3F
25243	Tamash's Servant	Raid Fighter	FE8B3F
25244	Last Lesser Giant Olkuth	Raid Boss	FE8B3F
25245	Last Lesser Giant Glaki	Raid Boss	FE8B3F
25246	Glaki's Henchman	Raid Fighter	FE8B3F
25247	Glaki's Servant	Raid Fighter	FE8B3F
25248	Doom Blade Tanatos	Raid Boss	FE8B3F
25249	Palatanos of Horrific Power	Raid Boss	FE8B3F
25250	Man-Eating Plant of Palatanos	Raid Fighter	FE8B3F
25251	Sapling of Palatanos	Raid Fighter	FE8B3F
25252	Palibati Queen Themis	Raid Boss	FE8B3F
25253	Handmaiden of Themis	Raid Fighter	FE8B3F
25254	Themis's Sentinel	Raid Fighter	FE8B3F
25255	Gargoyle Lord Tiphon	Raid Boss	FE8B3F
25256	Taik High Prefect Arak	Raid Boss	FE8B3F
25257	Arak's Archer	Raid Fighter	FE8B3F
25258	Arak's Footman	Raid Fighter	FE8B3F
25259	Zaken's Butcher Krantz	Raid Boss	FE8B3F
25260	Iron Giant Totem	Raid Boss	FE8B3F
25261	Totem Guard Archer	Raid Fighter	FE8B3F
25262	Totem Guard	Raid Fighter	FE8B3F
25263	Kernon's Faithful Servant Kelone	Raid Boss	FE8B3F
25264	Kelone's Assassin	Raid Fighter	FE8B3F
25265	Kelone's Secret Knight	Raid Fighter	FE8B3F
25266	Bloody Empress Decarbia	Raid Boss	FE8B3F
25267	Decarbia's Royal Guard	Raid Fighter	FE8B3F
25268	Decarbia's Escort	Raid Fighter	FE8B3F
25269	Beast Lord Behemoth	Raid Boss	FE8B3F
25270	Behemoth Javeliner	Raid Fighter	FE8B3F
25271	Behemoth Flare	Raid Fighter	FE8B3F
25272	Partisan Leader Talakin	Raid Boss	FE8B3F
25273	Carnamakos	Raid Boss	FE8B3F
25274	Carnabarun	Raid Fighter	FE8B3F
25275	Carnassiud	Raid Fighter	FE8B3F
25276	Death Lord Ipos	Raid Boss	FE8B3F
25277	Lilith's Witch Marilion	Raid Boss	FE8B3F
25278	Dead Soul of Stigma	Raid Fighter	FE8B3F
25279	Evil Spirit of Stigma	Raid Fighter	FE8B3F
25280	Pagan Watcher Cerberon	Raid Boss	FE8B3F
25281	Anakim's Nemesis Zakaron	Raid Boss	FE8B3F
25282	Death Lord Shax	Raid Boss	FE8B3F
25283	Lilith	Raid Boss	FE8B3F
25284	Lilith's Agent	Raid Fighter	FE8B3F
25285	Lilith's Escort	Raid Fighter	FE8B3F
25286	Anakim	Raid Boss	FE8B3F
25287	Anakim's Guardian	Raid Fighter	FE8B3F
25288	Anakim's Royal Guard	Raid Fighter	FE8B3F
25289	Anakim's Executor		FE8B3F
25290	Daimon the White-Eyed	Raid Boss	FE8B3F
25291	Family of Daimon	Raid Fighter	FE8B3F
25292	Family of Daimon	Raid Fighter	FE8B3F
25293	"Hestia, Guardian Deity of the Hot Springs"	Raid Boss	FE8B3F
25294	Fighter of Hestia	Raid Fighter	FE8B3F
25295	Follower of Hestia	Raid Fighter	FE8B3F
25296	Icicle Emperor Bumbalump	Raid Boss	FE8B3F
25297	Icicle Giant	Raid Fighter	FE8B3F
25298	Icicle Giant	Raid Fighter	FE8B3F
25299	Ketra's Hero Hekaton	Raid Boss	FE8B3F
25300	Scout of Hekaton	Raid Fighter	FE8B3F
25301	Servant of Hekaton	Raid Fighter	FE8B3F
25302	Ketra's Commander Tayr	Raid Boss	FE8B3F
25303	Tayr's Aide	Raid Fighter	FE8B3F
25304	Tayr's Guard	Raid Fighter	FE8B3F
25305	Ketra's Chief Brakki	Raid Boss	FE8B3F
25306	Soul of Fire Nastron	Raid Boss	FE8B3F
25307	Family of Nastron	Raid Fighter	FE8B3F
25308	Family of Nastron	Raid Fighter	FE8B3F
25309	Varka's Hero Shadith	Raid Boss	FE8B3F
25310	Shadith's Royal Guard Captain	Raid Fighter	FE8B3F
25311	Shadith's Sentinel	Raid Fighter	FE8B3F
25312	Varka's Commander Mos	Raid Boss	FE8B3F
25313	Mos' Aide	Raid Fighter	FE8B3F
25314	Mos' Guard	Raid Fighter	FE8B3F
25315	Varka's Chief Horus	Raid Boss	FE8B3F
25316	Soul of Water Ashutar	Raid Boss	FE8B3F
25317	Family of Ashutar	Raid Fighter	FE8B3F
25318	Family of Ashutar	Raid Fighter	FE8B3F
25319	Ember	Raid Boss	FE8B3F
25320	Sentinel of Ember	Raid Fighter	FE8B3F
25321	Messenger of Ember	Raid Fighter	FE8B3F
25322	Demon's Agent Falston	Raid Boss	FE8B3F
25323	Falston's Disciple	Raid Fighter	FE8B3F
25324	Servant of Falston	Raid Fighter	FE8B3F
25325	Flame of Splendor Barakiel	Raid Boss	FE8B3F
25326	Barakiel's Disciple	Raid Fighter	FE8B3F
25327	Barakiel's Acolyte	Raid Fighter	FE8B3F
25328	Eilhalder von Hellmann	Raid Boss	FE8B3F
25329	Violet	Raid Fighter	FE8B3F
25330	Kurstin	Raid Fighter	FE8B3F
25331	Mina	Raid Fighter	FE8B3F
25332	Dorian	Raid Fighter	FE8B3F
25333	Anakazel	Invaders' Leader	FE8B3F
25334	Anakazel	Invaders' Leader	FE8B3F
25335	Anakazel	Invaders' Leader	FE8B3F
25336	Anakazel	Invaders' Leader	FE8B3F
25337	Anakazel	Invaders' Leader	FE8B3F
25338	Anakazel	Invaders' Leader	FE8B3F
25339	Shadow of Halisha	Ruler of Sepulcher	FE8B3F
25340	Knight of Shadow		FE8B3F
